Accession	p-value	fold_change
24641119	0.09	1.2990654205607477
17738125	0.99	1.0
17864336	0.46	1.2708333333333333
20151909	0.63	0.9230769230769231
24645443	0.38	0.8789808917197452
281361493	0.009059999999999999	1.4182098765432098
295913028	0.46	0.7150537634408602
3649670	0.44	1.25440313111546
162944930	0.05	0.7003699136868065
24643232	0.66	0.9159420289855073
113204903	0.11	1.4543478260869565
24659289	0.22	0.4605704819277109
17136192	0.45	1.1843575418994414
21356075	0.55	0.9351851851851852
19920954	0.14	1.5384615384615385
24667063	0.3	1.352112676056338
24641539	0.99	1.0239520958083832
24650745	0.37	1.6201117318435754
17933696	0.63	0.866754617414248
21356629	0.49	0.8857466063348416
21357311	0.71	1.0541176470588236
19921592	0.27	1.1691297208538587
442633287	0.05	0.7186379928315412
62471673	0.00316	0.48823529411764705
18860539	0.3	0.8388429752066116
24642972	0.58	1.2352941176470589
18859983	0.35	0.8851351351351351
442630318	0.03	0.7430555555555556
17137544	0.67	1.0827067669172932
19920756	0.42	1.2118644067796611
386764548	0.17	1.2483870967741935
24667085	0.2	0.6686746987951807
256818843	0.69	0.959731543624161
442618214	0.09	1.3234126984126984
17647689	0.4	0.9331963001027749
157950	0.87	0.6187363834422658
24647436	0.41	1.423841059602649
28317135	0.3	0.8333333333333334
24644923	0.73	1.075
19922932	0.47	0.8779220779220779
27819904	0.73	0.9039145907473309
28574621	0.26	1.2349397590361446
78707307	0.84	0.8552036199095022
358356444	0.19	0.7952380952380952
24641344	0.03	1.4536082474226804
20130029	0.86	1.0191489361702128
85725124	0.03	1.486910994764398
21355965	0.71	1.048780487804878
17647939	0.86	0.9364161849710982
343962673	0.07	1.5572139303482586
17137002	0.26	1.2220394736842106
17865835	0.61	0.9
24640488	0.04	0.6742424242424242
17137240	0.83	1.0210035005834306
24665977	0.83	0.9294605809128631
20129889	0.2	0.7833089311859444
24657386	0.03	0.6584463625154131
24647753	0.41	1.1141781681304894
17933532	0.04	1.3514328808446456
250459250	0.71	1.0434782608695652
21356461	0.2	8.251748251748252
20129979	0.46	0.9176470588235294
24651728	0.04	0.7041666666666667
116007464	0.59	0.9465449804432855
24658237	0.92	1.025
7789	0.00877	0.3449197860962567
19921060	0.28	0.5291005291005291
158704460	0.47	1.183127572016461
20128953	0.2	0.8281036834924966
139697	0.00022999999999999998	9.057073078413524
386767160	0.3	1.2162162162162162
24653946	0.65	1.0969325153374234
17136510	0.95	1.11864406779661
28380956	0.03	1.2283105022831051
21356111	0.33	0.768170426065163
295913024	0.85	1.0510510510510511
17136354	0.14	0.755072463768116
221458995	0.18	0.7432432432432432
24656772	0.25	0.816504854368932
24586038	0.02	1.12
21355141	0.57	1.131336405529954
157816408	0.04	0.21485943775100402
24665772	0.99	0.9198113207547169
24648013	0.32	1.0894454382826475
28571870	0.05	0.7227414330218068
21355269	0.04	0.8078260869565217
24654944	0.46	1.2191011235955056
28571201	0.12	0.5570032573289903
50880262	0.55	1.1168224299065421
18858057	0.05	1.3664302600472813
19923028	0.03	0.6184895833333334
442614725	0.46	1.0605143721633887
24651577	0.00838	1.364963503649635
19922206	0.11	0.6574585635359116
51092067	0.00548	0.5
17136612	0.83	0.9207397622192867
28574514	0.00185	0.8396946564885496
21356061	0.21	0.8820809248554913
24648668	0.13	1.4158249158249159
17944455	0.17	0.9375
158763	0.81	0.9562043795620438
24654885	0.75	0.967741935483871
24585516	0.08	0.8830409356725146
24583285	0.33	1.1534391534391535
24643180	0.54	0.9070631970260223
24646114	0.1	0.7593984962406015
17944383	0.84	1.0
24762755	0.04	2.086864406779661
17137698	0.9	1.0378151260504203
195355723	0.73	0.9281045751633987
21358275	0.94	1.0233463035019454
7716581	0.61	0.904047976011994
24664469	0.15	1.2422680412371134
17137260	0.97	1.0545454545454545
161082318	0.06	0.8407079646017699
24647605	0.37	0.8197278911564626
383505582	0.11	1.1626016260162602
25012872	0.96	0.9941860465116279
24648444	0.41	1.1646090534979423
261278425	0.05	0.7018633540372671
16767968	0.02	1.8773234200743494
38048725	0.1	0.7851485148514852
24581591	0.99	1.0489236790606653
21358013	0.5	0.9322033898305084
21357053	0.68	1.0588235294117647
24582773	0.29	0.7721518987341772
24666141	0.6	0.9132231404958677
116806318	0.31	0.8947368421052632
19920620	0.52	1.1319444444444444
17530883	0.11	0.8162618796198522
442622882	0.69	1.0583554376657824
19920464	0.07	0.6907730673316709
24581274	0.1	1.3328748280605227
21358365	0.46	1.2941176470588236
21358251	0.38	1.0907504363001745
1359614	0.11	1.294701986754967
386768258	1.0	1.0022075055187638
19921600	0.84	0.9827586206896551
442626083	0.35	1.0841423948220066
157955	0.21	0.835
4504279	0.29	9.142857142857142
17137560	0.66	0.9333333333333333
17136630	0.67	1.0821256038647342
21356521	0.17	1.4586846543001686
42520565	0.05	1.2489626556016598
17864458	0.00762	0.5577889447236181
24651641	0.33	1.2162162162162162
24644253	0.00278	0.22487223168654175
45550133	0.06	1.471947194719472
21356169	0.83	1.0952380952380953
45550939	0.06	0.8227513227513228
442617340	0.01	1.2542759407069555
320544031	0.8	0.9877049180327869
3218519	0.39	1.4341637010676156
108743651	0.11	0.7008547008547008
17647467	0.46	1.0958677685950413
21355769	0.54	2.229299363057325
161084461	0.78	1.0344827586206897
24582626	0.62	1.0782608695652174
45552032	0.54	1.0831265508684864
21356909	0.08	1.1527967257844476
5523865	0.85	0.9844236760124611
24662717	0.00117	0.6294117647058823
20151927	0.43	1.1176470588235294
15292539	0.03	3.464991023339318
18859719	0.02	1.35678391959799
1621615	0.51	1.128
3255957	0.65	0.9281045751633987
161076586	0.87	1.0147058823529411
202028117	0.79	1.0157894736842106
16768330	0.73	1.2311827956989247
24668076	0.79	1.036697247706422
19920758	0.07	0.6858974358974359
21355319	0.26	0.7427293064876958
19922822	0.77	0.9251700680272109
24647907	0.4	0.8288288288288288
24664652	0.34	1.1242937853107344
24659567	0.03	1.3956204379562043
161077866	0.3	0.7323943661971831
21357487	0.33	1.2790697674418605
16197903	0.88	0.9290060851926978
17137692	0.16	1.2580645161290323
28571157	0.04	1.6204819277108433
24583607	0.75	1.0386740331491713
21356771	0.73	0.9673202614379085
24644712	0.55	1.047752808988764
24645893	0.2	0.72829417773238
24657284	0.65	1.1927374301675977
18921203	0.39	1.0795454545454546
19920712	0.18	1.3088235294117647
78706698	0.37	0.780835881753313
2459912	0.92	1.0773638968481376
281359832	0.33	1.12109375
225579817	0.25	0.8945981554677207
20129879	0.94	0.9988545246277205
19528393	0.0069	0.6816176470588236
24644293	0.11	1.3360107095046854
20151765	0.92	0.9872881355932204
28573655	0.57	0.888235294117647
21428746	0.45	1.098471986417657
24581914	0.23	0.8535031847133758
18858105	0.17	0.851985559566787
21357149	0.48	1.1851851851851851
239937563	0.55	1.625
24580923	0.06	1.2768496420047732
24658098	0.99	0.9880952380952381
17137442	0.82	1.0194805194805194
24585626	0.46	0.9203539823008849
24666674	0.000599	0.19556962025316454
21355903	0.00121	0.5932692307692308
442619762	0.47	1.203883495145631
108743721	0.74	1.0774193548387097
15292573	0.05	0.803030303030303
19920798	0.77	0.9772079772079773
24662081	0.97	0.996
21357661	0.13	1.514018691588785
24642358	0.02	0.6533333333333333
28317187	0.18	0.7643504531722054
21356199	0.14	0.7610619469026548
21357573	0.1	0.8411552346570397
386770606	0.07	0.7337461300309598
24643367	0.67	1.0906515580736544
18921155	0.98	0.993421052631579
18859671	0.7	1.109936575052854
2290772	0.17	1.1791808873720135
24658086	0.36	1.2063134160090192
28572963	0.67	0.8622754491017964
21356751	0.67	1.0490196078431373
24643396	0.02	0.7465277777777778
19920564	0.61	0.8276923076923077
21356151	0.72	1.1270096463022508
19921810	0.56	0.8311036789297659
27820060	0.18	1.2285714285714286
19921282	0.99	1.0070921985815602
18921153	0.06	0.7531486146095718
24639218	0.6	1.106060606060606
24646857	0.27	0.7762863534675615
24659997	0.23	1.364124597207304
116806046	0.58	1.1198871650211566
2286211	0.02	1.302325581395349
1621117	0.23	0.8558225508317929
24638969	0.59	1.0459183673469388
24646246	0.47	1.1016042780748663
24649978	0.01	0.6534883720930232
20129057	0.94	1.005089058524173
24639685	0.19	0.7299703264094956
21430828	0.07	0.8608374384236454
21357265	0.19	0.8153846153846154
17933686	0.92	0.9792592592592593
21355525	0.85	0.9790209790209791
21356389	0.54	0.8489583333333334
116008016	0.03	1.2636103151862463
45549088	0.09	1.5755102040816327
27819920	0.34	1.1757857974388823
45550534	0.84	0.9504132231404959
281366122	0.2	1.1238095238095238
21358401	0.97	1.1111111111111112
24666826	0.55	1.1378299120234605
18859793	0.07	1.6580882352941178
17977676	0.22	0.7850467289719626
18858095	0.32	0.8873517786561265
313569900	0.18	1.2089041095890412
24655393	0.34	1.139945652173913
21358381	0.29	1.4190476190476191
281361403	0.37	1.1318681318681318
24656769	0.15	1.5055555555555555
442625607	0.007	0.6617250673854448
24663275	0.64	1.1007462686567164
45550188	0.1	0.7828655834564254
442626732	0.14	1.668372569089048
18858107	0.35	0.9063444108761329
442615918	0.22	0.7686567164179104
218505861	0.00414	1.2433192686357244
19921584	0.07	1.1838046272493574
19921588	0.85	1.03
24649427	0.04	1.3411371237458194
24663208	0.71	0.9366197183098591
375152506	0.87	0.9943820224719101
320542033	0.89	1.0909090909090908
17137196	0.5	0.9203539823008849
335892776	0.03	1.3529411764705883
24649454	0.87	0.982
17136984	0.36	3.3362348980331458
17864388	0.44	1.1468842729970326
18921125	0.91	1.0288659793814432
161076448	0.67	0.943342776203966
24651986	0.04	1.608695652173913
24642430	0.9	0.9838709677419355
256000851	0.69	1.1796875
4165455	0.26	0.8153153153153153
313569892	0.31	0.44651162790697674
25012207	0.93	0.9766718506998445
17864306	0.82	1.0420841683366733
18858169	0.33	1.0375586854460095
1206021	0.13	0.92
24642168	0.05	0.6521739130434783
260166765	0.86	1.0232558139534884
40215675	0.89	0.9664804469273743
320543088	0.75	0.9734513274336283
24643965	0.008620000000000001	0.7004405286343612
28573264	0.16	1.588688946015424
24641180	0.52	1.1321279554937413
442616948	0.56	1.0493506493506493
20304119	0.09	1.3224699828473414
18543311	0.04	1.5483870967741935
24654592	0.02	1.2290076335877862
442621464	0.83	1.0
21356001	0.83	1.0109051254089423
21355185	0.41	0.8922155688622755
24641340	0.37	1.1846473029045643
18859937	0.4	2.0326797385620914
221329759	0.18	1.1536388140161724
21358323	0.46	1.544776119402985
24667722	0.29	1.1557788944723617
17738077	0.67	0.9285714285714286
226693417	0.00831	1.589795918367347
24655951	0.43	1.134020618556701
35764404	0.02	0.4752623688155922
19922200	0.00122	2.0038022813688214
1335779	0.18	0.7367688022284122
17737369	0.23	1.349056603773585
19549546	0.18	1.5477707006369428
13936316	0.04	3.064295485636115
21357907	0.1	1.3316326530612246
24639462	0.59	0.8519793459552496
24649631	0.34	4.279661016949152
45550758	0.18	0.735593220338983
24644917	0.65	1.1205673758865249
19920888	0.51	0.9482758620689655
24580520	0.92	1.0135658914728682
24640787	0.15	0.847457627118644
24655148	0.00988	0.5535714285714286
221459258	0.17	1.3
442632849	0.67	1.0721649484536082
24653671	0.22	1.542857142857143
24647702	0.07	1.3296703296703296
19922664	0.38	0.7772727272727272
116806644	0.6	0.8679611650485437
17647663	0.2	1.2161016949152543
24665049	0.15	0.7908496732026143
24643725	0.03	1.6643598615916955
19922918	0.13	1.2660714285714285
45549291	0.95	1.0101867572156198
20129859	0.05	1.1473029045643153
24661336	0.34	1.2317073170731707
21355789	0.09	0.615916955017301
19921998	0.01	1.5825688073394495
18860521	0.86	0.9952456418383518
17137556	0.48	0.96045197740113
16197961	0.21	1.1847389558232932
17648049	0.37	1.0941935483870968
532691870	0.29	0.8267241379310345
24653808	0.23	0.898876404494382
211938609	0.41	0.847457627118644
284515892	0.84	0.8927038626609443
19921156	0.98	1.008849557522124
157972	0.37	1.1019607843137256
24586346	0.22	1.2814159292035399
21356275	0.03	0.7529411764705882
45551474	0.16	0.800807537012113
442624178	0.31	0.7074468085106383
24585022	0.17	0.7616580310880829
24762794	0.1	0.8154506437768241
1154645	0.29	0.8611111111111112
18543305	0.88	0.952808988764045
283046854	0.42	1.1483253588516746
17946601	0.55	1.1176470588235294
24648536	0.6	0.8258196721311475
24659355	0.79	1.08
17137596	0.14	0.5594405594405595
17864136	0.76	0.9708249496981891
442620473	0.49	1.1059113300492611
21357445	0.3	0.8730853391684902
19920720	0.2	0.7835400225479143
24651799	0.93	0.9823874755381604
17864676	0.28	1.1066666666666667
17647315	0.91	1.0162790697674418
17137550	0.38	1.1244813278008299
24665973	0.25	0.84
17946611	0.99	1.0536992840095465
21483568	0.11	1.4145516074450084
386769008	0.17	1.5833333333333333
442628846	0.22	1.3342696629213484
17944490	0.0015	0.332892998678996
25012455	0.56	1.1019108280254777
18858099	0.19	1.2387543252595157
17933586	0.000743	0.25925925925925924
15292571	0.63	0.8834355828220859
290491270	0.01	1.6220735785953178
17137070	0.74	0.9558541266794626
17933612	0.45	0.7957860615883307
24644238	0.42	1.1336898395721926
237681237	0.2	1.404867256637168
283549418	0.53	0.8944099378881988
62471721	0.92	1.0135135135135136
6646935	0.65	1.0980392156862746
21357999	0.62	0.9391891891891891
17864386	0.15	1.7033398821218075
24667837	0.43	1.1962264150943396
17737284	0.04	1.31496062992126
24653572	0.51	1.1368015414258188
17136890	0.78	0.724812030075188
24666846	0.16	1.326007326007326
17647709	0.21	2.76875
45550732	0.46	0.12478178217821781
24583318	0.23	1.1818181818181819
323301192	0.51	0.8245614035087719
21357935	0.28	0.8571428571428571
28317324	0.6	0.8863636363636364
116007118	0.47	0.9192307692307692
281363112	0.3	0.6451612903225806
17737899	0.11	0.7097560975609756
24647182	0.00765	2.1858736059479553
19921230	0.17	0.9035532994923858
21356365	0.1	0.825136612021858
21406625	0.89	1.0462962962962963
24667933	0.13	0.8048780487804879
17647677	0.41	0.9194414607948442
20129433	0.94	0.4651315789473684
24657269	0.69	0.966711051930759
226693419	0.59	1.151685393258427
254939745	0.8	0.9942528735632183
28574241	0.02	1.4530892448512587
221329862	0.27	0.8422939068100358
20130333	0.64	0.8970873786407767
221330162	0.14	1.2316784869976358
24666198	0.63	0.8907103825136612
24664234	0.06	0.6801801801801802
24664029	0.81	0.9923664122137404
4584564	0.47	1.1458333333333333
281364600	0.43	0.45426829268292684
21355241	0.21	0.8466257668711656
21356717	0.16	0.8625954198473282
20130173	0.00485	1.8525896414342629
161076803	0.51	1.1294117647058823
19922418	0.36	1.1517857142857142
21357737	0.68	1.079646017699115
313661535	0.7	0.9327354260089686
21357147	1.0	1.0
19923034	0.86	0.9821693907875185
28574983	0.33	1.162962962962963
20129125	0.34	1.4876543209876543
24644038	0.85	1.1555555555555554
45553239	0.3	1.1363636363636365
24648289	0.04	0.8808988764044944
24583901	0.45	0.7119341563786008
201066183	0.27	2.0045558086560367
45550701	0.47	0.8105849582172702
21357927	0.64	1.0592334494773519
442631044	0.46	0.7222222222222222
161078186	0.05	1.3754512635379061
21355689	0.44	1.0844892812105926
24647446	0.77	0.9723991507430998
24663920	0.12	26.34346956760701
442624383	0.04	0.6946902654867256
17933676	0.5	1.1395348837209303
17648067	0.61	0.9258517034068137
24666486	0.07	0.7760683760683761
18859667	0.71	0.9583333333333334
281361582	0.88	0.9872611464968153
24664316	0.92	0.9109195402298851
20130139	0.97	0.9959016393442623
19921564	0.87	0.9035369774919614
21358413	0.8	1.0382513661202186
24643375	0.31	0.8467153284671532
18859761	0.26	0.8954248366013072
116007488	0.75	1.0416666666666667
21357249	0.11	1.4472573839662448
17647873	0.98	1.0056818181818181
21356791	0.46	1.2481203007518797
20129731	0.81	0.9474358974358974
442624024	0.18	1.2881355932203389
116806620	0.78	1.063400576368876
24655474	0.04	0.8076923076923077
17946316	0.09	1.240506329113924
261338777	0.08	0.5451851851851852
24662306	0.56	0.8803418803418803
19920366	0.64	1.057591623036649
62484300	0.02	1.8837209302325582
20129283	0.3	1.2256410256410257
20129359	0.36	0.9020979020979021
1359610	0.79	1.0594594594594595
442632650	0.15	1.1339285714285714
255958326	0.45	0.7846153846153846
320541621	0.82	0.9534883720930233
24648628	0.49	0.9655712050078247
442626331	0.27	0.8860759493670886
20130383	0.02	1.5759036144578313
442622559	0.04	0.7072368421052632
17136908	0.85	0.9006622516556292
19921442	0.75	0.9610619469026549
21356237	0.76	0.9583333333333334
21357337	0.42	1.0784313725490196
24653481	0.13	1.5521885521885521
20129845	0.22	0.7873134328358209
1778160	0.45	0.8396946564885496
17737655	0.01	1.4957264957264957
161078140	0.34	0.8367346938775511
17864394	0.92	0.9854439592430859
21356731	0.08	0.7495029821073559
24659451	0.38	1.1767241379310345
323301172	0.66	1.3880597014925373
268607764	0.23	0.5190839694656488
19922660	0.95	0.994475138121547
78706766	0.45	1.0506912442396312
18858027	0.2	1.5568627450980392
45550476	0.94	0.5471698113207547
62862424	0.94	0.9244604316546763
28574808	0.37	0.9334862385321101
442631934	0.67	0.7762376237623763
62484190	0.97	0.9706457925636007
24666648	0.2	1.1618852459016393
85857538	0.5	1.0974967061923584
442626901	0.48	1.118811881188119
18859889	0.97	1.0992779783393503
281364923	0.37	0.7503030303030302
24666840	0.32	1.141189361691384
28573133	0.73	0.938953488372093
24643294	0.27	0.8850574712643678
17137318	0.47	1.1650641025641026
24583689	0.1	0.875
24581791	0.05	2.037825059101655
442619581	0.67	1.0547368421052632
24584692	0.1	1.7661290322580645
17944590	0.21	0.7388059701492538
18858235	0.12	1.3798076923076923
28571501	0.94	0.9927404718693285
3659524	0.04	0.002320152091254753
20129007	0.52	0.8167860798362334
17864380	0.02	0.7892376681614349
20128977	0.95	1.0205479452054795
19922796	0.02	0.7808764940239044
1279382	0.28	1.6577540106951871
386765376	0.05	0.4827586206896552
24657271	0.41	1.2128060263653484
24639869	0.000272	24.85
24585074	0.48	1.1243781094527363
24655363	0.99	0.9939393939393939
17136402	0.35	1.1847988077496274
21357683	0.97	1.015267175572519
24649759	0.11	1.997742663656885
20129977	0.96	0.9921259842519685
20129357	0.71	1.0994764397905759
19922030	0.04	0.6376237623762376
19922098	0.87	0.968
25013078	0.95	1.0
19921958	0.39	1.0679611650485437
24585866	0.09	0.6373056994818653
21356715	0.34	0.8292682926829268
21358345	0.14	1.5852534562211982
201065963	0.93	0.9919354838709677
281362159	0.97	1.0153846153846153
24642136	0.7	0.903
442616977	0.39	1.230603448275862
24656973	0.24	1.6038338658146964
24647885	0.75	0.9391634980988594
442616119	0.1	0.6945898778359512
19922382	0.75	0.9040247678018576
21357095	0.05	1.5787878787878789
24663332	0.61	0.9331436699857752
1524006	0.66	1.0626702997275204
21687133	0.64	1.0809523809523809
24645262	0.35	1.2526766595289078
45552455	0.9	0.9383259911894273
442624491	0.18	1.295221843003413
11057	0.63	1.1150550795593634
320541924	0.86	0.954983922829582
17647403	0.4	1.2673267326732673
442615886	0.55	0.7938461538461539
17737663	0.8	0.9778449144008057
28574573	0.02	2.310344827586207
17137156	0.42	0.8626692456479691
281363477	0.009729999999999999	0.11666666666666667
19921006	0.33	1.1678939617083948
442614664	0.14	0.8254385964912281
19921952	0.81	0.9849397590361446
21355721	0.91	0.9931972789115646
20129309	0.92	0.8229166666666666
1174382	0.59	0.8668032786885246
194865980	0.53	0.950530035335689
28574933	0.26	0.7109090909090909
24657292	0.92	0.9720149253731343
24652460	0.59	1.0921739130434782
20544156	0.08	0.8263473053892215
17136496	0.42	0.8010752688172043
24643390	0.22	0.8695652173913043
24642876	0.99	0.9345549738219895
17136242	0.00657	2.016260162601626
19922004	0.43	1.3900414937759336
161077838	0.86	0.8986013986013986
24668448	0.56	1.1310344827586207
17861926	0.42	0.8327433628318585
20301938	0.23	1.1468926553672316
386764252	0.75	0.9214175654853621
24666194	0.03	1.3602941176470589
24662507	0.13	0.7481751824817519
21430920	0.01	1.5893719806763285
19922862	0.45	1.1389337641357027
45555767	0.5	1.1153846153846154
21064663	0.75	1.0987654320987654
15292387	0.06	0.6061538461538462
21687222	0.2	0.7649122807017544
20152063	0.06	0.8367346938775511
24651021	0.27	1.212624584717608
7412849	0.43	1.1147540983606556
21358605	0.26	0.5573440643863179
19920684	0.24	0.7367458866544789
161077796	0.43	1.08
21355415	0.62	1.0898876404494382
21357951	0.92	1.0900473933649288
18860071	0.5	1.1546762589928057
152014915	0.09	0.7602339181286549
16198253	0.09	0.852017937219731
19921756	0.01	0.7371069182389937
24650257	0.00932	1.243781094527363
386764526	0.46	0.8962962962962963
24668874	0.76	0.896551724137931
161077224	0.23	0.8164179104477612
442614766	0.75	1.0419580419580419
24664683	0.35	1.1126436781609195
19922742	0.15	1.2490272373540856
17998687	0.66	0.9120879120879121
19920526	0.85	0.9931506849315068
221330434	0.98	0.9765625
21356901	0.94	0.9860627177700348
21357609	0.74	1.0389610389610389
17530793	0.06	0.6766355140186916
372466705	0.24	1.2099236641221374
24586383	0.54	0.8703170028818443
20129301	0.89	0.9863247863247864
24647193	0.21	0.7619047619047619
356483113	0.86	0.9926470588235294
17944386	0.12	2.5604395604395602
24640547	0.12	1.2145328719723183
21355631	0.07	0.7442748091603053
19920456	0.64	1.1826923076923077
24645487	0.52	0.8913502109704642
24648883	0.93	0.9886685552407932
24648655	0.09	1.6818181818181819
442633006	0.73	1.1924528301886792
28317153	0.05	0.7170212765957447
17975569	0.22	0.858508604206501
281362442	0.21	1.3712574850299402
24645272	0.57	1.4705882352941178
442617725	0.04	0.6490299823633157
19921132	0.58	0.9268929503916449
16769814	0.78	1.0275103163686383
21356339	0.44	0.8038461538461539
24586301	0.08	0.6862745098039216
24667093	0.55	0.848356309650053
20129261	0.29	0.9
17647383	0.33	1.2271604938271605
17137750	0.18	0.8784648187633263
24647229	0.008320000000000001	0.3888888888888889
19922560	0.8	0.9670828603859251
24652559	0.86	0.9810606060606061
442616388	0.28	1.2509225092250922
78707212	0.98	1.1353591160220995
442627554	0.12	1.5572519083969465
21357269	0.03	1.2560975609756098
21483288	0.000814	0.5168141592920354
19920838	0.62	1.0639853747714807
17946230	0.09	1.3598553345388789
17864182	0.02	0.702247191011236
19921016	0.38	0.8825503355704698
17136994	0.89	1.0046948356807512
162944920	0.74	0.8617710583153347
21355383	0.11	0.8380281690140845
189182142	0.15	1.3450980392156864
323301250	0.07	1.4481327800829875
24581359	0.85	1.0574324324324325
20130125	0.93	1.0348837209302326
260099743	0.18	0.8233532934131736
24662741	0.01	1.624203821656051
18858055	0.47	0.8275862068965517
24642243	0.9	1.0230692076228687
16768964	0.51	1.1923076923076923
17737855	0.52	0.8860544217687075
28573879	0.91	1.006066734074823
5420159	0.3	0.8522167487684729
4725974	0.98	0.9707446808510638
17946442	0.06	1.2509505703422052
28573512	0.54	0.8998211091234347
15291597	0.31	1.2133333333333334
12597263	0.34	0.8
17137210	0.72	1.042857142857143
24648431	0.28	1.3270440251572326
21358061	0.08	0.8400537634408602
42519941	0.16	1.6870229007633588
19921244	0.53	0.9556213017751479
24762506	0.51	1.0647321428571428
19922526	0.16	1.8333333333333333
17647301	0.93	1.029126213592233
24652542	0.07	1.4985915492957746
19920760	0.57	0.9113300492610837
281361106	0.03	1.2013888888888888
281366808	0.45	0.95625
19921680	0.58	0.922566371681416
442616397	0.45	1.3694267515923566
19920926	0.88	0.867109634551495
17647665	0.54	1.1156542056074767
24641423	0.19	0.7873134328358209
24646312	0.37	1.1105769230769231
19920668	0.96	1.0148514851485149
18858053	0.89	0.975
221330243	0.89	1.0290697674418605
442620260	0.55	0.8212389380530973
442618437	0.81	1.0684931506849316
24653912	0.61	1.105263157894737
21355075	0.65	0.9434276206322796
18858179	0.08	1.2574257425742574
21464402	0.06	1.475298126064736
24661348	0.1	0.64
21358121	0.66	1.0267857142857142
42520674	0.01	1.423841059602649
24667089	0.18	0.8111888111888111
45550886	0.05	1.641304347826087
25012920	0.02	0.75
24581357	0.52	0.9294605809128631
17986117	0.62	1.0434782608695652
21357495	0.3	1.0789473684210527
19920612	0.15	0.8009708737864077
208879506	0.25	1.1944444444444444
19922368	0.75	0.9438202247191011
19921598	0.03	0.8
24649005	0.05	2.1186440677966103
19922278	0.5	0.9328671328671329
221307696	1.0	0.9974358974358974
425870959	0.26	0.6796875
161078218	0.13	0.7655502392344498
1079556	0.55	0.8737623762376238
116007874	0.0059700000000000005	0.1576
28574422	0.72	0.9571428571428572
28573265	0.01	2.475
297515545	0.73	0.9787234042553191
24658653	0.91	1.0753968253968254
17647893	0.42	0.8485804416403786
1150726	0.94	1.0193905817174516
20129423	0.22	1.1978021978021978
24647891	0.69	0.9280575539568345
442630302	0.24	1.140625
19922754	0.46	0.8455114822546973
442614961	0.41	1.225531914893617
24583703	0.85	0.998
24762413	0.05	0.6348387096774194
24648277	0.96	0.9743589743589743
17137746	0.89	1.0345454545454544
17647971	0.17	0.7373271889400922
221330830	0.92	0.9558823529411765
24647889	0.41	0.8973063973063973
78742340	0.67	0.9014084507042254
19527537	0.13	0.6693037974683544
386769552	0.36	1.1196172248803828
20129819	0.00503	0.4522776572668113
21356019	0.61	0.9159663865546218
24639992	0.43	0.9258836944127709
260310466	0.44	1.100271002710027
24662341	0.78	0.9709864603481625
158704100	0.00445	0.19577464788732393
21356299	0.2	1.297709923664122
38422431	0.03	0.18867421875
442631548	0.58	1.2927927927927927
24653622	0.0005610000000000001	19.30582732533197
24581165	0.65	0.8904899135446686
20129649	0.5	1.1538461538461537
386763460	0.01	1.402
442621313	0.25	1.5560165975103735
20128885	0.56	0.900990099009901
442615675	0.5	0.8957055214723927
24646286	0.89	0.9617940199335548
386771202	0.58	0.8
17648023	0.75	1.1739986723940248
442615387	0.41	0.7885985748218527
19922052	0.59	0.9099099099099099
20151857	0.41	0.8375634517766497
189182014	0.42	0.8079896907216495
24642959	0.72	0.2827272727272727
21355475	0.44	1.0686868686868687
24649976	0.15	0.7824427480916031
21358507	0.54	0.8903654485049833
124248402	0.71	1.0841121495327102
17137726	0.69	1.0534883720930233
21358077	0.52	0.8795620437956204
24654215	0.04	0.6983695652173914
24640439	0.42	1.2709923664122138
24647855	0.36	1.1268781302170283
24658569	0.46	0.8053097345132744
24641317	0.76	0.9665071770334929
442622538	0.77	0.9567430025445293
28571820	0.55	0.8038961038961039
20129115	0.63	1.0432900432900434
161078216	0.05	0.7677304964539007
27819958	0.61	0.9309623430962343
24584577	0.17	1.3333333333333333
17137200	0.42	0.7697841726618705
21355333	0.03	1.7418300653594772
116007908	0.88	0.9583333333333334
17737499	0.4	0.4243421052631579
45550124	0.65	1.1623376623376624
24649933	0.87	0.9681274900398407
28573824	0.79	0.9534883720930233
19920426	0.8	1.0319148936170213
24640264	0.52	0.9241516966067864
221330002	0.63	1.1116071428571428
20128985	0.87	1.0285035629453683
27819763	0.95	0.9669603524229075
66772301	0.00502	0.36885245901639346
17137538	0.29	1.0958408679927667
21355403	0.85	1.042929292929293
17945938	0.27	1.3043478260869565
17647191	0.53	1.132132132132132
19921830	0.58	0.8186475409836066
17737687	0.06	0.7560553633217993
24649793	0.62	1.1466666666666667
24640523	0.06	1.3972602739726028
24645515	0.73	0.9651162790697675
21356931	0.006940000000000001	0.7949101796407185
24658883	0.92	0.8333333333333334
28574697	0.12	0.7741046831955923
305377098	0.0071	0.12640547619047618
68051643	0.12	1.4737991266375545
17737897	0.05	0.5375
24663500	0.22	1.1691919191919191
386771181	0.1	1.3539823008849559
17975567	0.89	1.0106382978723405
229462532	0.65	0.9607142857142857
386771014	0.76	0.9493243243243243
201066211	0.71	0.8805194805194805
442616989	0.51	1.1369863013698631
1272420	0.97	1.0050761421319796
28574796	0.19	0.5756756756756757
21358101	0.93	0.9468085106382979
1632784	0.79	0.9570552147239264
45549090	0.28	1.1788079470198676
21357389	0.28	0.8895238095238095
442627772	0.04	0.32903225806451614
442629821	0.18	1.3093922651933703
281362741	0.11	4.319148936170213
